Date,GOLD,WTI,BRENT
4/13/2012,1659.1,102.83,121.83
4/12/2012,1679.5,103.64,121.71
4/11/2012,1659,102.7,120.18
4/10/2012,1659.5,101.02,119.88
4/9/2012,1642.5,102.46,122.67
4/6/2012,1628.5,103.31,123.43
4/5/2012,1628.5,103.31,123.43
4/4/2012,1612.3,101.47,122.34
4/3/2012,1670,104.01,124.86
4/2/2012,1677.5,105.23,125.43
3/30/2012,1669.3,103.02,122.88
3/29/2012,1652.2,102.78,122.39
3/28/2012,1657.9,105.41,124.16
3/27/2012,1684.9,107.33,125.54
3/26/2012,1685.6,107.03,125.65
3/23/2012,1662.4,106.87,125.13
3/22/2012,1642.5,105.35,123.14
3/21/2012,1650.3,107.27,124.2
3/20/2012,1647,105.61,124.12
3/19/2012,1667.3,108.09,125.71
3/16/2012,1655.8,107.06,125.81
3/15/2012,1659.5,105.11,123.55
3/14/2012,1642.9,105.43,124.97
3/13/2012,1694.2,106.71,126.22
3/12/2012,1699.8,106.34,125.34
3/9/2012,1711.5,107.4,125.98
3/8/2012,1698.7,106.58,125.44
3/7/2012,1683.9,106.16,124.12
3/6/2012,1672.1,104.7,121.98
3/5/2012,1703.9,106.72,123.8
3/2/2012,1709.8,106.7,123.65
3/1/2012,1722.2,108.84,126.2
2/29/2012,1711.3,107.07,122.66
2/28/2012,1788.4,106.55,121.55
2/27/2012,1773.6,108.56,124.17
2/24/2012,1775.1,109.77,125.47
2/23/2012,1784.9,107.83,123.62
2/22/2012,1770,106.28,122.9
2/21/2012,1757.1,105.84,121.66
2/20/2012,1724.5,103.24,120.05
2/17/2012,1724.5,103.24,119.58
2/16/2012,1726.8,102.31,120.11
2/15/2012,1726.3,101.8,118.93
2/14/2012,1715.9,100.74,118.16
2/13/2012,1723,100.91,117.93
2/10/2012,1723.3,98.67,117.31
2/9/2012,1739,99.84,118.59
2/8/2012,1729.3,98.71,117.2
2/7/2012,1746.4,98.41,116.23
2/6/2012,1722.8,96.91,115.93
2/3/2012,1737.9,97.84,114.58
2/2/2012,1756.8,96.36,112.07
2/1/2012,1747.1,97.61,111.56
1/31/2012,1737.8,98.48,110.98
1/30/2012,1731,98.78,110.75
1/27/2012,1732.2,99.56,111.46
1/26/2012,1726.7,99.7,110.79
1/25/2012,1700.1,99.4,109.81
1/24/2012,1664.5,98.95,110.03
1/23/2012,1678.3,99.58,110.58
1/20/2012,1664,98.46,109.86
1/19/2012,1654.5,100.39,111.55
1/18/2012,1659.9,100.59,110.66
1/17/2012,1655.6,100.71,111.53
1/16/2012,1630.8,98.7,111.2
1/13/2012,1630.8,98.7,110.44
1/12/2012,1647.7,99.1,111.26
1/11/2012,1639.6,100.87,112.24
1/10/2012,1631.5,102.24,113.28
1/9/2012,1608.1,101.31,112.45
1/6/2012,1616.8,101.56,113.06
1/5/2012,1620.1,101.81,112.74
1/4/2012,1612.7,103.22,113.7
1/3/2012,1600.5,102.96,112.13
12/30/2011,1566.8,98.83,107.38
12/29/2011,1540.9,99.65,108.01
12/28/2011,1562.9,99.36,107.56
12/27/2011,1594.2,101.34,109.27
12/23/2011,1604.7,99.68,107.96
12/22/2011,1608.9,99.53,107.89
12/21/2011,1611.9,98.67,107.71
12/20/2011,1615.6,97.22,106.73
12/19/2011,1594.4,93.88,103.64
12/16/2011,1595.6,93.53,103.35
12/15/2011,1574.6,93.87,105.09
12/14/2011,1584.3,94.95,105.02
12/13/2011,1659.9,100.14,109.5
12/12/2011,1664.2,97.77,107.26
12/9/2011,1712.8,99.41,108.62
12/8/2011,1709.8,98.34,108.11
12/7/2011,1740.9,100.49,109.53
12/6/2011,1727.9,101.28,110.81
12/5/2011,1730.7,100.99,109.81
12/2/2011,1747,100.96,109.94
12/1/2011,1735.3,100.2,108.99
11/30/2011,1745.5,100.36,110.52
11/29/2011,1713.4,99.79,110.82
11/28/2011,1710.8,98.21,109
11/25/2011,1685.7,96.77,106.4
11/24/2011,1695.9,96.17,107.78
11/23/2011,1695.9,96.17,107.02
11/22/2011,1702.4,98.01,109.03
11/21/2011,1678.6,96.92,106.88
11/18/2011,1725.1,97.41,107.56
11/17/2011,1720.2,98.82,108.22
11/16/2011,1774.3,102.59,111.88
11/15/2011,1782.2,99.37,112.39
11/14/2011,1778.4,98.14,111.89
11/11/2011,1788.1,98.99,114.16
11/10/2011,1759.6,97.78,113.71
11/9/2011,1791.6,95.74,112.31
11/8/2011,1799.2,96.8,115
11/7/2011,1791.1,95.52,114.56
11/4/2011,1756.1,94.26,111.97
11/3/2011,1765.1,94.07,110.83
11/2/2011,1729.6,92.51,109.34
11/1/2011,1711.8,92.19,109.54
10/31/2011,1725.2,93.19,109.56
10/28/2011,1747.2,93.32,109.91
10/27/2011,1746.7,93.96,112.08
10/26/2011,1722.7,90.2,108.91
10/25/2011,1699.6,93.17,110.92
10/24/2011,1651.5,91.27,111.45
10/21/2011,1635.1,87.4,109.56
10/20/2011,1611.9,85.3,109.76
10/19/2011,1646,86.11,108.39
10/18/2011,1651.7,88.34,111.15
10/17/2011,1675.5,86.38,110.16
10/14/2011,1681.8,86.8,114.68
10/13/2011,1667.3,84.23,111.11
10/12/2011,1681.3,85.57,111.36
10/11/2011,1659.7,85.81,110.73
10/10/2011,1669.6,85.41,108.95
10/7/2011,1634.5,82.98,105.88
10/6/2011,1651.9,82.59,105.73
10/5/2011,1640.3,79.68,102.73
10/4/2011,1614.7,75.67,99.79
10/3/2011,1656,77.61,101.71
9/30/2011,1620.4,79.2,102.76
9/29/2011,1615.5,82.14,103.95
9/28/2011,1616.1,81.21,103.81
9/27/2011,1650.6,84.45,107.14
9/26/2011,1592.7,80.24,103.94
9/23/2011,1637.7,79.85,103.97
9/22/2011,1739.4,80.51,105.49
9/21/2011,1805.8,85.92,110.36
9/20/2011,1806.9,86.89,110.54
9/19/2011,1776.7,85.7,109.14
9/16/2011,1812.5,87.96,112.22
9/15/2011,1779.2,89.4,115.34
9/14/2011,1824.2,88.91,112.4
9/13/2011,1827.5,90.21,111.89
9/12/2011,1810.6,88.19,112.25
9/9/2011,1857.1,87.24,112.77
9/8/2011,1855.2,89.05,114.55
9/7/2011,1814.9,89.34,115.8
9/6/2011,1870.6,86.02,112.89
9/5/2011,1874.4,86.45,110.08
9/2/2011,1874.4,86.45,112.33
9/1/2011,1826.7,88.93,114.29
8/31/2011,1829.3,88.81,114.85
8/30/2011,1827.5,88.9,114.02
8/29/2011,1788.4,87.27,111.88
8/26/2011,1794.1,85.37,111.36
8/25/2011,1759.8,85.3,110.62
8/24/2011,1754.1,85.16,110.15
8/23/2011,1858.3,85.44,109.31
8/22/2011,1888.7,84.12,108.36
8/19/2011,1848.9,82.26,108.62
8/18/2011,1818.9,82.38,106.99
8/17/2011,1791.2,87.58,110.6
8/16/2011,1782.4,86.65,109.47
8/15/2011,1755.5,87.88,109.91
8/12/2011,1740.2,85.38,108.03
8/11/2011,1748.8,85.72,108.02
8/10/2011,1781.3,82.89,106.68
8/9/2011,1740,79.3,102.57
8/8/2011,1710.2,81.31,103.74
8/5/2011,1648.8,86.88,109.37
8/4/2011,1656.2,86.63,107.25
8/3/2011,1663.4,91.93,113.23
8/2/2011,1641.9,93.79,116.46
8/1/2011,1619,94.89,116.81
7/29/2011,1628.3,95.7,116.74
7/28/2011,1613.4,97.44,117.36
7/27/2011,1615.1,97.4,117.43
7/26/2011,1616.8,99.59,118.28
7/25/2011,1612.2,99.2,117.94
7/22/2011,1601.5,99.87,118.67
7/21/2011,1587,99.13,117.51
7/20/2011,1596.9,98.14,118.15
7/19/2011,1601.1,97.5,117.06
7/18/2011,1602.4,95.93,116.05
7/15/2011,1590.1,97.24,117.26
7/14/2011,1589.3,95.69,118.32
7/13/2011,1585.5,98.05,118.78
7/12/2011,1562.3,97.43,117.75
7/11/2011,1549.2,95.15,117.24
7/8/2011,1541.6,96.2,118.33
7/7/2011,1530.6,98.67,118.59
7/6/2011,1529.2,96.65,113.62
7/5/2011,1512.7,96.89,113.61
7/4/2011,1482.6,94.94,111.39
7/1/2011,1482.6,94.94,111.77
6/30/2011,1502.8,95.42,112.48
6/29/2011,1510.4,94.77,112.4
6/28/2011,1499.7,92.89,108.78
6/27/2011,1496,90.61,105.99
6/24/2011,1500.5,91.16,105.12
6/23/2011,1520.1,91.02,107.26
6/22/2011,1552.9,95.41,114.21
6/21/2011,1546,93.4,110.95
6/20/2011,1541.5,93.26,111.69
6/17/2011,1538.6,93.01,113.21
6/16/2011,1529.3,94.95,114.02
6/15/2011,1525.6,94.81,117.1
6/14/2011,1523.8,99.37,120.16
6/13/2011,1515,97.3,119.1
6/10/2011,1528.6,99.29,118.78
6/9/2011,1542.1,101.93,119.57
6/8/2011,1538.1,100.74,117.85
6/7/2011,1543.3,99.09,116.78
6/6/2011,1546.5,99.01,114.48
6/3/2011,1541.7,100.22,115.84
6/2/2011,1532,100.4,115.54
6/1/2011,1542.4,100.29,114.53
5/31/2011,1535.9,102.7,116.73
5/30/2011,1536.3,100.59,114.68
5/27/2011,1536.3,100.59,115.03
5/26/2011,1522.8,100.23,115.05
5/25/2011,1526.7,101.32,114.93
5/24/2011,1523.3,99.59,112.53
5/23/2011,1515.4,97.7,110.1
5/20/2011,1508.9,99.49,112.39
5/19/2011,1492.4,98.44,111.42
5/18/2011,1495.8,100.1,112.3
5/17/2011,1480,96.91,109.99
5/16/2011,1490.6,97.37,112.73
5/13/2011,1493.6,99.65,113.83
5/12/2011,1506.8,98.97,112.98
5/11/2011,1501.4,98.21,112.57
5/10/2011,1516.9,103.88,117.63
5/9/2011,1503.2,102.55,115.9
5/6/2011,1491.6,97.18,109.13
5/5/2011,1481.4,99.8,110.8
5/4/2011,1515.3,109.24,121.19
5/3/2011,1540.4,111.05,122.45
5/2/2011,1557.1,113.52,125.12
4/29/2011,1556.4,113.93,125.89
4/28/2011,1531.2,112.86,125.02
4/27/2011,1516.7,112.76,125.13
4/26/2011,1503,112.21,124.14
4/25/2011,1508.6,112.28,123.66
4/21/2011,1503.2,112.29,123.99
4/20/2011,1498.3,111.45,123.85
4/19/2011,1494.5,108.15,121.33
4/18/2011,1492.3,107.12,121.61
4/15/2011,1485.3,109.66,123.45
4/14/2011,1471.7,108.11,122.36
4/13/2011,1454.9,107.11,122.88
4/12/2011,1452.9,106.25,120.92
4/11/2011,1467.4,109.92,123.98
4/8/2011,1473.4,112.79,126.65
4/7/2011,1458.5,110.3,122.67
4/6/2011,1457.7,108.83,122.3
4/5/2011,1451.8,108.34,122.22
4/4/2011,1432.2,108.47,121.06
4/1/2011,1428.1,107.94,118.7
3/31/2011,1438.9,106.72,117.36
3/30/2011,1423.8,104.27,115.13
3/29/2011,1416.2,104.79,115.16
3/28/2011,1419.9,103.98,114.8
3/25/2011,1426.2,105.4,115.59
3/24/2011,1434.9,105.6,115.72
3/23/2011,1438,105.75,115.55
3/22/2011,1427.6,104,115.7
3/21/2011,1426.4,102.33,114.96
3/18/2011,1416.1,101.07,113.93
3/17/2011,1404.2,101.42,114.9
3/16/2011,1396.1,97.98,110.62
3/15/2011,1392.8,97.18,108.52
3/14/2011,1424.9,101.19,113.67
3/11/2011,1421.8,101.16,113.84
3/10/2011,1412.5,102.7,115.43
3/9/2011,1429.6,104.38,115.94
3/8/2011,1427.2,105.02,113.06
3/7/2011,1434.5,105.44,115.04
3/4/2011,1428.6,104.42,115.97
3/3/2011,1416.4,101.91,114.79
3/2/2011,1437.7,102.23,116.35
3/1/2011,1431.2,99.63,115.42
2/28/2011,1409.9,96.97,111.8
2/25/2011,1409.3,97.88,112.14
2/24/2011,1415.3,97.28,111.36
2/23/2011,1413.4,98.1,111.25
2/22/2011,1400.5,93.57,105.78
2/21/2011,1388.2,86.2,105.74
2/18/2011,1388.2,86.2,102.52
2/17/2011,1384.7,86.36,102.59
2/16/2011,1374.7,84.99,103.78
2/15/2011,1373.6,84.32,101.64
2/14/2011,1364.6,84.81,103.08
2/11/2011,1359.9,85.58,101.43
2/10/2011,1361.9,86.73,100.87
2/9/2011,1364.8,86.71,101.82
2/8/2011,1363.4,86.94,99.92
2/7/2011,1347.6,87.48,99.25
2/4/2011,1348.3,89.03,99.83
2/3/2011,1352.3,90.54,101.76
2/2/2011,1331.5,90.86,102.34
2/1/2011,1339.6,90.77,101.74
1/31/2011,1333.8,92.19,101.01
1/28/2011,1340.7,89.34,99.42
1/27/2011,1318.4,85.64,97.39
1/26/2011,1333,87.33,97.91
1/25/2011,1332.3,86.19,95.25
1/24/2011,1344.5,87.87,96.61
1/21/2011,1341,89.11,97.6
1/20/2011,1346.5,88.86,96.58
1/19/2011,1370.2,90.86,98.16
1/18/2011,1368.2,91.38,97.8
1/17/2011,1360.5,91.54,97.43
1/14/2011,1360.5,91.54,98.68
1/13/2011,1387,91.4,98.06
1/12/2011,1385.8,91.86,98.12
1/11/2011,1384.3,91.11,97.61
1/10/2011,1374.1,89.25,95.7
1/7/2011,1368.9,88.03,93.33
1/6/2011,1371.7,88.38,94.52
1/5/2011,1373.7,90.3,95.5
1/4/2011,1378.8,89.38,93.53
1/3/2011,1422.9,91.55,94.84
12/31/2010,1421.4,91.38,94.75
12/30/2010,1405.9,89.84,93.09
12/29/2010,1413.1,91.12,94.14
12/28/2010,1405.2,91.49,94.38
12/27/2010,1382.4,91,93.85
12/24/2010,1380,91.51,93.77
12/23/2010,1380,91.51,94.25
12/22/2010,1386.8,90.48,93.65
12/21/2010,1388.2,89.82,93.2
12/20/2010,1385.5,88.81,92.74
12/17/2010,1378.6,88.02,91.67
12/16/2010,1370.4,87.7,91.71
12/15/2010,1385.5,88.62,92.2
12/14/2010,1403.6,88.28,91.21
12/13/2010,1397.3,88.61,91.19
12/10/2010,1384.3,87.79,90.48
12/9/2010,1392.1,88.37,90.99
12/8/2010,1382.5,88.28,90.77
12/7/2010,1408.3,88.69,91.39
12/6/2010,1415.3,89.38,91.45
12/3/2010,1405.4,89.19,91.42
12/2/2010,1388.5,88,90.69
12/1/2010,1387.3,86.75,88.87
11/30/2010,1385,84.11,85.92
11/29/2010,1366,85.73,87.34
11/26/2010,1362.4,83.76,85.58
11/25/2010,1373,83.86,86.1
11/24/2010,1373,83.86,85.84
11/23/2010,1377.6,81.25,83.25
11/22/2010,1357.8,81.74,83.96
11/19/2010,1352.3,81.51,84.34
11/18/2010,1353,81.85,85.05
11/17/2010,1336.9,80.44,83.28
11/16/2010,1338.4,82.34,84.73
11/15/2010,1368.5,84.86,86.7
11/12/2010,1365.5,84.88,86.34
11/11/2010,1403.3,87.81,88.81
11/10/2010,1399.3,87.81,88.96
11/9/2010,1410.1,86.72,88.33
11/8/2010,1403.2,87.06,88.46
11/5/2010,1397.7,86.85,88.11
11/4/2010,1383.1,86.49,88
11/3/2010,1337.6,84.69,86.38
11/2/2010,1356.9,83.9,85.41
11/1/2010,1350.6,82.95,84.62
10/29/2010,1357.6,81.43,83.15
10/28/2010,1342.5,82.18,83.59
10/27/2010,1322.2,81.94,83.23
10/26/2010,1338,82.55,83.66
10/25/2010,1338.3,82.52,83.54
10/22/2010,1324.4,81.69,82.96
10/21/2010,1324.7,80.56,81.83
10/20/2010,1343.3,81.77,83.6
10/19/2010,1335.1,79.49,81.1
10/18/2010,1371.2,83.08,84.37
10/15/2010,1371.1,81.25,82.45
10/14/2010,1376.7,82.69,84.53
10/13/2010,1369.5,83.01,84.64
10/12/2010,1345.7,81.67,83.5
10/11/2010,1353.3,82.21,83.72
10/8/2010,1344.2,82.66,84.03
10/7/2010,1333.9,81.67,83.43
10/6/2010,1346.4,83.23,85.06
10/5/2010,1338.9,82.82,84.84
10/4/2010,1315.4,81.47,83.28
10/1/2010,1316.1,81.58,83.75
9/30/2010,1307.8,79.97,82.31
9/29/2010,1308.5,77.86,80.77
9/28/2010,1306.6,76.18,78.71
9/27/2010,1296.9,76.52,78.57
9/24/2010,1296.3,76.49,78.87
9/23/2010,1294.6,75.18,78.11
9/22/2010,1290.5,74.71,77.95
9/21/2010,1272.7,73.52,78.42
9/20/2010,1279.3,74.86,79.32
9/17/2010,1275.9,73.66,78.21
9/16/2010,1272.2,74.57,78.48
9/15/2010,1267.1,76.02,78.91
9/14/2010,1270.2,76.8,79.16
9/13/2010,1245.6,77.19,79.03
9/10/2010,1245,76.45,78.16
9/9/2010,1249.4,74.25,77.47
9/8/2010,1256.1,74.67,78.17
9/7/2010,1257.9,74.09,77.74
9/6/2010,1249.8,74.6,76.87
9/3/2010,1249.8,74.6,76.67
9/2/2010,1252.1,75.02,76.93
9/1/2010,1246.8,73.91,76.35
8/31/2010,1249,71.92,74.64
8/30/2010,1238,74.7,76.6
8/27/2010,1236,75.17,76.65
8/26/2010,1235.4,73.36,75.02
8/25/2010,1239.5,72.52,73.48
8/24/2010,1231.8,71.63,72.38
8/23/2010,1226.9,73.1,73.62
8/20/2010,1227.2,73.46,74.26
8/19/2010,1233.8,74.43,75.3
8/18/2010,1229.7,75.42,76.47
8/17/2010,1226.6,75.77,76.93
8/16/2010,1224.5,75.24,74.85
8/13/2010,1214.9,75.39,75.11
8/12/2010,1214.8,75.74,75.52
8/11/2010,1197.5,78.02,77.64
8/10/2010,1196.2,80.25,79.6
8/9/2010,1200.7,81.48,80.99
8/6/2010,1203.4,80.7,80.16
8/5/2010,1197.2,82.01,81.61
8/4/2010,1193.7,82.47,82.2
8/3/2010,1185.2,82.55,82.68
8/2/2010,1183.4,81.34,80.82
7/30/2010,1181.7,78.95,78.18
7/29/2010,1168.4,78.36,77.59
7/28/2010,1160.4,76.99,76.06
7/27/2010,1158,77.5,76.13
7/26/2010,1183.1,78.98,77.5
7/23/2010,1187.8,78.98,77.45
7/22/2010,1195.6,79.3,77.82
7/21/2010,1191.8,76.56,75.37
7/20/2010,1191.7,77.44,76.22
7/19/2010,1181.9,76.54,75.62
7/16/2010,1188.2,76.01,75.37
7/15/2010,1208.3,76.62,76.19
7/14/2010,1207,77.04,76.77
7/13/2010,1213.5,77.15,76.65
7/12/2010,1198.7,74.95,74.37
7/9/2010,1209.8,76.09,75.42
7/8/2010,1196.1,75.44,74.71
7/7/2010,1198.9,74.07,73.51
7/6/2010,1195.1,71.98,71.45
7/5/2010,1207.7,72.14,71.47
7/2/2010,1207.7,72.14,71.65
7/1/2010,1206.7,72.95,72.34
6/30/2010,1245.9,75.63,75.01
6/29/2010,1242.4,75.94,75.44
6/28/2010,1238.2,78.25,77.59
6/25/2010,1255.8,78.86,78.12
6/24/2010,1245.5,76.51,76.47
6/23/2010,1234.1,76.35,76.27
6/22/2010,1239.9,77.21,78.04
6/21/2010,1239.7,77.82,78.82
6/18/2010,1257.2,77.18,78.22
6/17/2010,1247.5,76.79,78.68
6/16/2010,1229.3,77.67,78.14
6/15/2010,1233.2,76.94,76.2
6/14/2010,1223.3,75.12,75.2
6/11/2010,1228.9,73.78,74.35
6/10/2010,1220.8,75.48,75.29
6/9/2010,1228.5,74.38,74.27
6/8/2010,1244,71.99,72.3
6/7/2010,1239.3,71.44,72.12
6/4/2010,1216.2,71.51,72.09
6/3/2010,1208.3,74.61,75.41
6/2/2010,1220.6,72.86,73.75
6/1/2010,1224.8,72.58,72.71
5/31/2010,1212.2,73.97,74.65
5/28/2010,1212.2,73.97,74.02
5/27/2010,1211.9,74.55,74.66
5/26/2010,1213.4,71.51,71.74
5/25/2010,1198,68.75,69.55
5/24/2010,1194,70.21,71.17
5/21/2010,1176.1,70.04,71.68
5/20/2010,1188.6,68.01,71.84
5/19/2010,1193.1,69.87,73.69
5/18/2010,1214.6,69.41,74.43
5/17/2010,1228.1,70.08,75.1
5/14/2010,1227.8,71.61,77.18
5/13/2010,1229.2,74.4,80.11
5/12/2010,1243.1,75.65,81.2
5/11/2010,1220.3,76.37,80.49
5/10/2010,1200.8,76.8,80.12
5/7/2010,1210.4,75.11,78.27
5/6/2010,1197.3,77.11,79.83
5/5/2010,1175,79.97,82.61
5/4/2010,1169.2,82.74,85.67
5/3/2010,1183.3,86.19,88.94
4/30/2010,1180.7,86.15,87.44
4/29/2010,1168.8,85.17,86.9
4/28/2010,1171.3,83.22,86.16
4/27/2010,1161.7,82.44,85.78
4/26/2010,1153.5,84.2,86.83
4/23/2010,1153.1,85.12,87.25
4/22/2010,1142.3,83.7,85.67
4/21/2010,1148.2,83.68,85.7
4/20/2010,1138.6,83.45,84.8
4/19/2010,1135.2,81.45,84.23
4/16/2010,1136.3,83.24,85.99
4/15/2010,1159.7,85.51,87.17
4/14/2010,1159,85.84,86.15
4/13/2010,1152.8,84.05,84.72
4/12/2010,1161.6,84.34,84.77
4/9/2010,1161.1,84.92,84.83
4/8/2010,1152.2,85.39,84.81
4/7/2010,1152.3,85.88,85.59
4/6/2010,1135.1,86.84,86.15
4/5/2010,1132.9,86.62,85.88
4/1/2010,1125.1,84.87,84.01
3/31/2010,1113.3,83.76,82.7
3/30/2010,1104.5,82.37,81.28
3/29/2010,1110.3,82.17,81.17
3/26/2010,1104.3,80,79.29
3/25/2010,1092.9,80.53,79.61
3/24/2010,1088.8,80.61,79.62
3/23/2010,1103.7,81.91,80.7
3/22/2010,1099.5,81.25,80.54
3/19/2010,1107.6,80.68,79.88
3/18/2010,1127.5,82.2,81.48
3/17/2010,1124.2,82.93,81.96
3/16/2010,1122.5,81.7,79.02
3/15/2010,1105.4,79.8,77.89
3/12/2010,1101.7,81.24,79.39
3/11/2010,1108.2,82.11,80.28
3/10/2010,1108.1,82.09,80.48
3/9/2010,1122.3,81.49,79.91
3/8/2010,1124,81.87,80.47
3/5/2010,1135.2,81.5,79.89
3/4/2010,1133.1,80.21,78.54
3/3/2010,1143.3,80.87,79.25
3/2/2010,1137.4,79.68,78.18
3/1/2010,1118.3,78.7,76.89
2/26/2010,1118.9,79.66,77.59
2/25/2010,1108.5,78.17,76.29
2/24/2010,1096.5,80,78.09
2/23/2010,1102.7,78.86,77.25
2/22/2010,1112.6,80.16,78.61
2/19/2010,1121.3,79.81,78.19
2/18/2010,1118,79.06,77.78
2/17/2010,1119.5,77.33,76.27
2/16/2010,1119.3,77.01,75.68
2/15/2010,1089.5,74.13,72.51
2/12/2010,1089.5,74.13,72.9
2/11/2010,1094.2,75.28,73.05
2/10/2010,1075.8,74.52,72.54
2/9/2010,1076.7,73.75,72.13
2/8/2010,1065.7,71.89,70.11
2/5/2010,1052.2,71.19,69.59
2/4/2010,1062.4,73.14,72.13
2/3/2010,1111.4,76.98,75.92
2/2/2010,1117.4,77.23,76.06
2/1/2010,1104.3,74.43,73.11
1/29/2010,1083,72.89,71.46
1/28/2010,1083.6,73.64,72.13
1/27/2010,1084.5,73.67,72.24
1/26/2010,1098.3,74.71,73.29
1/25/2010,1095.7,75.26,73.69
1/22/2010,1089.7,74.54,72.83
1/21/2010,1103.2,76.08,74.58
1/20/2010,1112.6,77.62,76.32
1/19/2010,1140,79.02,77.63
1/18/2010,1130.5,78,77.1
1/15/2010,1130.5,78,77.11
1/14/2010,1143,79.39,77.82
1/13/2010,1136.8,79.65,78.31
1/12/2010,1129.4,80.79,79.3
1/11/2010,1151.4,82.52,80.97
1/8/2010,1138.9,82.75,81.37
1/7/2010,1133.7,82.66,81.51
1/6/2010,1136.5,83.18,81.89
1/5/2010,1118.7,81.77,80.59
1/4/2010,1118.3,81.51,80.12
12/31/2009,1096.2,79.36,77.93
12/30/2009,1092.5,79.28,78.03
12/29/2009,1097,78.87,77.64
12/28/2009,1107.2,78.77,77.32
12/24/2009,1104.1,78.05,76.31
12/23/2009,1093.3,76.67,75.45
12/22/2009,1086,74.4,73.46
12/21/2009,1095.4,72.47,72.99
12/18/2009,1110.8,73.36,73.75
12/17/2009,1106.8,72.65,73.37
12/16/2009,1135.5,72.66,73.55
12/15/2009,1122.4,70.69,72.05
12/14/2009,1123.3,69.51,71.89
12/11/2009,1119.4,69.87,71.88
12/10/2009,1125.7,70.54,71.86
12/9/2009,1120.4,70.67,72.39
12/8/2009,1142.8,72.62,75.19
12/7/2009,1163.4,73.93,76.43
12/4/2009,1168.8,75.47,77.52
12/3/2009,1217.4,76.46,78.36
12/2/2009,1212,76.6,77.88
12/1/2009,1199.1,78.37,79.35
11/30/2009,1181.1,77.28,78.47
11/27/2009,1174.2,76.05,77.18
11/26/2009,1187,77.96,76.99
11/25/2009,1187,77.96,78.44
11/24/2009,1165.8,76.02,76.46
11/23/2009,1164.7,77.56,77.46
11/20/2009,1146.8,76.72,77.2
11/19/2009,1141.9,77.46,77.64
11/18/2009,1141.2,79.58,79.47
11/17/2009,1139.4,79.14,78.97
11/16/2009,1139.2,78.9,78.76
11/13/2009,1116.7,76.35,75.55
11/12/2009,1106.6,76.94,76.02
11/11/2009,1114.6,79.28,77.95
11/10/2009,1102.5,79.05,77.5
11/9/2009,1101.4,79.43,77.77
11/6/2009,1095.7,77.43,75.87
11/5/2009,1089.3,79.62,77.99
11/4/2009,1087.3,80.4,78.89
11/3/2009,1084.9,79.6,78.11
11/2/2009,1054,78.13,76.55
10/30/2009,1040.4,77,75.2
10/29/2009,1047.1,79.87,78.04
10/28/2009,1029.9,77.46,75.86
10/27/2009,1034.7,79.55,77.92
10/26/2009,1042.1,78.68,77.26
10/23/2009,1055.6,80.5,78.92
10/22/2009,1057.8,81.19,79.51
10/21/2009,1063.7,81.37,79.69
10/20/2009,1057.8,79.09,77.24
10/19/2009,1057.3,79.61,77.77
10/16/2009,1050.7,78.53,76.99
10/15/2009,1049.8,77.58,74.45
10/14/2009,1063.9,75.18,73.1
10/13/2009,1064.2,74.15,72.4
10/12/2009,1056.7,73.27,71.36
10/9/2009,1047.8,71.77,70
10/8/2009,1055.4,71.69,69.77
10/7/2009,1043.3,69.57,67.2
10/6/2009,1038.6,70.88,68.56
10/5/2009,1016.7,70.41,68.04
10/2/2009,1003.2,69.95,68.07
10/1/2009,999.5,70.82,69.19
9/30/2009,1008,70.61,69.07
9/29/2009,993.1,66.71,65.49
9/28/2009,992.5,66.84,65.54
9/25/2009,990.3,66.02,65.11
9/24/2009,997.6,65.89,64.82
9/23/2009,1013.1,68.97,67.99
9/22/2009,1014.4,71.55,70.53
9/21/2009,1003.9,69.71,68.69
9/18/2009,1009.4,72.04,71.32
9/17/2009,1012.6,72.47,71.55
9/16/2009,1019.2,72.51,71.67
9/15/2009,1005.3,70.93,67.35
9/14/2009,1000.2,68.86,67.44
9/11/2009,1005.2,69.29,67.69
9/10/2009,995.7,71.94,69.86
9/9/2009,995.9,71.31,69.83
9/8/2009,998.5,71.1,69.42
9/7/2009,995.4,68.02,66.53
9/4/2009,995.4,68.02,66.82
9/3/2009,996.3,67.96,67.12
9/2/2009,977.1,68.05,67.66
9/1/2009,955.2,68.05,67.73
8/31/2009,952.2,69.96,69.65
8/28/2009,957.5,72.74,72.79
8/27/2009,945.5,72.49,72.51
8/26/2009,944.3,71.43,71.65
8/25/2009,944.5,72.05,71.82
8/24/2009,942.3,74.37,74.26
8/21/2009,953.2,73.89,74.19
8/20/2009,940.3,72.54,73.33
8/19/2009,943.3,72.42,74.59
8/18/2009,937.7,69.19,72.37
8/17/2009,934.3,66.75,70.54
8/14/2009,947,67.51,72.41
8/13/2009,954.7,70.52,73.48
8/12/2009,950.7,70.16,72.89
8/11/2009,945.8,69.45,72.46
8/10/2009,945,70.6,73.5
8/7/2009,957.3,70.93,73.59
8/6/2009,960.7,71.94,74.83
8/5/2009,964.2,71.97,75.51
8/4/2009,967.5,71.42,74.28
8/3/2009,956.6,71.58,73.55
7/31/2009,953.7,69.45,71.7
7/30/2009,934.9,66.94,70.11
7/29/2009,927.2,63.35,66.53
7/28/2009,939.1,67.23,69.88
7/27/2009,953.5,68.38,70.81
7/24/2009,953.1,68.05,70.32
7/23/2009,954.8,67.16,69.25
7/22/2009,953.3,65.4,67.21
7/21/2009,946.9,64.72,66.87
