Date,GOLD,WTI,BRENT
1/12/2015,1232.8,46.07,47.43
1/9/2015,1216.1,48.36,50.11
1/8/2015,1208.5,48.79,50.96
1/7/2015,1210.7,48.65,51.15
1/6/2015,1219.4,47.93,51.1
1/5/2015,1204,50.04,53.11
1/2/2015,1186.2,52.69,56.42
12/31/2014,1184.1,53.27,57.33
12/30/2014,1200.4,54.12,57.9
12/29/2014,1181.7,53.61,57.88
12/26/2014,1195.3,54.73,59.45
12/24/2014,1173.5,55.84,60.24
12/23/2014,1177.9,57.12,61.69
12/22/2014,1179.7,55.26,60.11
12/19/2014,1195.9,56.52,61.38
12/18/2014,1194.7,54.11,59.27
12/17/2014,1194.3,56.47,61.18
12/16/2014,1193.9,55.93,59.86
12/15/2014,1207.2,55.91,61.06
12/12/2014,1222,57.81,61.85
12/11/2014,1225.1,59.95,63.68
12/10/2014,1228.9,60.94,64.24
12/9/2014,1231.5,63.82,66.84
12/8/2014,1194.7,63.05,66.19
12/5/2014,1190.1,65.84,69.07
12/4/2014,1207.5,66.81,69.64
12/3/2014,1208.5,67.38,69.92
12/2/2014,1199.2,66.88,70.54
12/1/2014,1218,69,72.54
11/28/2014,1175.2,66.15,70.15
11/27/2014,1196.6,73.69,72.58
11/26/2014,1196.6,73.69,77.75
11/25/2014,1197.1,74.09,78.33
11/24/2014,1195.7,75.78,79.68
11/21/2014,1197.7,76.51,80.36
11/20/2014,1190.9,75.58,79.33
11/19/2014,1193.9,74.58,78.1
11/18/2014,1197.1,74.61,78.47
11/17/2014,1183.5,75.64,79.31
11/14/2014,1185.6,75.82,79.41
11/13/2014,1161.5,74.21,77.92
11/12/2014,1159.1,77.18,80.38
11/11/2014,1163,77.94,81.67
11/10/2014,1159.8,77.4,82.34
11/7/2014,1169.8,78.65,83.39
11/6/2014,1142.6,77.91,82.86
11/5/2014,1145.7,78.68,82.95
11/4/2014,1167.7,77.19,82.82
11/3/2014,1169.8,78.78,84.78
10/31/2014,1171.6,80.54,85.86
10/30/2014,1198.6,81.12,86.24
10/29/2014,1224.3,82.2,87.12
10/28/2014,1229.2,81.42,86.03
10/27/2014,1229.1,81,85.83
10/24/2014,1231.2,81.01,86.13
10/23/2014,1228.5,82.09,86.83
10/22/2014,1244.8,80.52,84.71
10/21/2014,1251,82.81,86.22
10/20/2014,1244,82.71,85.4
10/17/2014,1238.3,82.75,86.16
10/16/2014,1240.5,82.7,84.47
10/15/2014,1244.1,81.78,83.78
10/14/2014,1233.6,81.84,85.04
10/13/2014,1229.3,85.74,88.89
10/10/2014,1221,85.82,90.21
10/9/2014,1224.6,85.77,90.05
10/8/2014,1205.3,87.31,91.38
10/7/2014,1211.7,88.85,92.11
10/6/2014,1206.7,90.34,92.79
10/3/2014,1192.2,89.74,92.31
10/2/2014,1214.2,91.01,93.42
10/1/2014,1214.6,90.73,94.16
9/30/2014,1210.5,91.16,94.67
9/29/2014,1217.5,94.57,97.2
9/26/2014,1214.1,93.54,97
9/25/2014,1221.2,92.53,97
9/24/2014,1218.6,92.8,96.95
9/23/2014,1221,91.56,96.85
9/22/2014,1216.8,91.52,96.97
9/19/2014,1215.5,92.41,98.39
9/18/2014,1225.9,93.07,97.7
9/17/2014,1234.9,94.42,98.97
9/16/2014,1235.7,94.88,99.05
9/15/2014,1234.1,92.92,96.65
9/12/2014,1230.4,92.27,97.11
9/11/2014,1237.9,92.83,98.08
9/10/2014,1244.1,91.67,98.04
9/9/2014,1247.3,92.75,99.16
9/8/2014,1253.2,92.66,100.2
9/5/2014,1266.3,93.29,100.82
9/4/2014,1265.6,94.45,101.83
9/3/2014,1269.4,95.54,102.77
9/2/2014,1264.3,92.88,100.34
9/1/2014,1286.5,95.96,102.79
8/29/2014,1286.5,95.96,103.19
8/28/2014,1289.5,94.55,102.46
8/27/2014,1281.9,93.88,102.72
8/26/2014,1283.8,93.86,102.5
8/25/2014,1277.3,93.35,102.65
8/22/2014,1278.6,93.65,102.29
8/21/2014,1273.7,93.96,102.63
8/20/2014,1293.4,96.07,102.28
8/19/2014,1295.1,94.48,101.56
8/18/2014,1297.7,96.41,101.6
8/15/2014,1304.5,97.35,103.53
8/14/2014,1313.9,95.58,102.01
8/13/2014,1312.8,97.59,104.28
8/12/2014,1308.8,97.37,103.02
8/11/2014,1308.5,98.08,104.68
8/8/2014,1308.9,97.65,105.02
8/7/2014,1310.8,97.34,105.44
8/6/2014,1306.7,96.92,104.59
8/5/2014,1284,97.38,104.61
8/4/2014,1287.7,98.29,105.41
8/1/2014,1293.6,97.88,104.84
7/31/2014,1281.3,98.17,106.02
7/30/2014,1294.9,100.27,106.51
7/29/2014,1298.3,100.97,107.72
7/28/2014,1303.3,101.67,107.57
7/25/2014,1303.3,102.09,108.39
7/24/2014,1290.8,102.07,107.07
7/23/2014,1304.7,103.12,108.03
7/22/2014,1306.3,104.42,107.33
7/21/2014,1313.9,104.59,107.68
7/18/2014,1309.4,103.13,107.24
7/17/2014,1316.9,103.19,107.89
7/16/2014,1299.8,101.2,105.85
7/15/2014,1297.1,99.96,106.02
7/14/2014,1306.7,100.91,106.98
7/11/2014,1337.4,100.83,106.66
7/10/2014,1339.2,102.93,108.67
7/9/2014,1324.3,102.29,108.28
7/8/2014,1316.5,103.4,108.94
7/7/2014,1317,103.53,110.24
7/4/2014,1320.6,104.06,110.64
7/3/2014,1320.6,104.06,111
7/2/2014,1330.9,104.48,111.24
7/1/2014,1326.6,105.34,112.29
6/30/2014,1322,105.37,112.36
6/27/2014,1320,105.74,113.3
6/26/2014,1316.1,105.84,113.21
6/25/2014,1322.2,106.5,114
6/24/2014,1320.9,106.03,114.46
6/23/2014,1318,106.17,114.12
6/20/2014,1316.2,107.26,114.81
6/19/2014,1313.7,106.43,115.06
6/18/2014,1272.4,105.97,114.26
6/17/2014,1271.7,106.36,113.45
6/16/2014,1274.9,106.9,112.94
6/13/2014,1273.7,106.91,113.41
6/12/2014,1273.6,106.53,113.02
6/11/2014,1260.8,104.4,109.95
6/10/2014,1259.8,104.35,109.52
6/9/2014,1253.5,104.41,109.99
6/6/2014,1252.1,102.66,108.61
6/5/2014,1253,102.48,108.79
6/4/2014,1244,102.64,108.4
6/3/2014,1244.3,102.66,108.82
6/2/2014,1243.7,102.47,108.83
5/30/2014,1245.6,102.71,109.41
5/29/2014,1256.3,103.58,109.97
5/28/2014,1259.3,102.72,109.81
5/27/2014,1265.5,104.11,110.02
5/26/2014,1291.7,104.35,110.32
5/23/2014,1291.7,104.35,110.54
5/22/2014,1295,103.74,110.36
5/21/2014,1288.1,104.07,110.55
5/20/2014,1294.6,102.44,109.69
5/19/2014,1293.8,102.61,109.37
5/16/2014,1293.4,102.02,109.75
5/15/2014,1293.6,101.5,110.44
5/14/2014,1305.9,102.37,110.19
5/13/2014,1294.8,101.7,109.24
5/12/2014,1295.8,100.59,108.41
5/9/2014,1287.6,99.99,107.89
5/8/2014,1287.7,100.26,108.04
5/7/2014,1288.9,100.77,108.13
5/6/2014,1308.6,99.5,107.06
5/5/2014,1309.3,99.48,107.72
5/2/2014,1302.9,99.76,108.59
5/1/2014,1283.4,99.42,107.76
4/30/2014,1295.9,99.74,108.07
4/29/2014,1296.3,101.28,108.98
4/28/2014,1298.9,100.84,108.12
4/25/2014,1300.7,100.6,109.58
4/24/2014,1290.5,101.94,110.33
4/23/2014,1284.2,101.44,109.11
4/22/2014,1280.6,102.13,109.27
4/21/2014,1288,104.37,109.95
4/17/2014,1293.4,104.3,109.53
4/16/2014,1303.1,103.76,109.6
4/15/2014,1300,103.75,108.74
4/14/2014,1327.2,104.05,109.07
4/11/2014,1318.7,103.74,107.33
4/10/2014,1320.1,103.4,107.46
4/9/2014,1305.5,103.6,107.98
4/8/2014,1308.7,102.56,107.67
4/7/2014,1298,100.44,105.82
4/4/2014,1303.2,101.14,106.72
4/3/2014,1284.4,100.29,106.15
4/2/2014,1290.5,99.62,104.79
4/1/2014,1279.6,99.74,105.62
3/31/2014,1283.4,101.58,107.76
3/28/2014,1293.8,101.67,108.07
3/27/2014,1294.7,101.28,107.83
3/26/2014,1303.4,100.26,107.03
3/25/2014,1311.4,99.19,106.99
3/24/2014,1311.2,99.6,106.81
3/21/2014,1336,99.46,106.92
3/20/2014,1330.5,99.43,106.45
3/19/2014,1341.3,100.37,105.85
3/18/2014,1359,99.7,106.79
3/17/2014,1372.9,98.08,106.24
3/14/2014,1379,98.89,108.57
3/13/2014,1372.4,98.2,107.39
3/12/2014,1370.5,97.99,108.02
3/11/2014,1346.7,100.03,108.55
3/10/2014,1341.5,101.12,108.08
3/7/2014,1338.2,102.58,109
3/6/2014,1351.8,101.56,108.1
3/5/2014,1340.3,101.45,107.76
3/4/2014,1337.9,103.33,109.3
3/3/2014,1350.3,104.92,111.2
2/28/2014,1321.6,102.59,109.07
2/27/2014,1331.8,102.4,108.96
2/26/2014,1328.2,102.59,109.52
2/25/2014,1343,101.83,109.51
2/24/2014,1338.3,102.82,110.64
2/21/2014,1323.9,102.2,109.85
2/20/2014,1317.1,102.92,110.3
2/19/2014,1320.6,103.31,110.47
2/18/2014,1324.7,102.43,110.46
2/17/2014,1319,100.3,109.18
2/14/2014,1319,100.3,109.08
2/13/2014,1300.4,100.35,108.73
2/12/2014,1295.3,100.37,108.79
2/11/2014,1290.1,99.94,108.68
2/10/2014,1274.8,100.06,108.63
2/7/2014,1263.3,99.88,109.57
2/6/2014,1257.6,97.84,107.19
2/5/2014,1257.3,97.38,106.25
2/4/2014,1251.7,97.19,105.78
2/3/2014,1260.4,96.43,106.04
1/31/2014,1240.1,97.49,106.4
1/30/2014,1242.2,98.23,107.95
1/29/2014,1262.2,97.36,107.85
1/28/2014,1250.8,97.41,107.41
1/27/2014,1263.4,95.72,106.69
1/24/2014,1264.3,96.64,107.88
1/23/2014,1262.3,97.32,107.58
1/22/2014,1238.6,96.73,108.27
1/21/2014,1241.8,94.99,106.73
1/20/2014,1251.9,94.37,106.35
1/17/2014,1251.9,94.37,106.48
1/16/2014,1240.2,93.96,107.09
1/15/2014,1238.3,94.17,107.13
1/14/2014,1245.4,92.59,106.39
1/13/2014,1251.1,91.8,106.75
1/10/2014,1246.9,92.72,107.25
1/9/2014,1229.4,91.66,106.39
1/8/2014,1225.5,92.33,107.15
1/7/2014,1229.6,93.67,107.35
1/6/2014,1238,93.43,106.73
1/3/2014,1238.6,93.96,106.89
1/2/2014,1225.2,95.44,107.78
12/31/2013,1202.3,98.42,110.8
12/30/2013,1203.8,99.29,111.21
12/27/2013,1216.1,100.32,112.18
12/26/2013,1214.1,99.55,111.98
12/24/2013,1205.1,99.22,111.9
12/23/2013,1198.4,98.91,111.56
12/20/2013,1205.1,99.32,111.77
12/19/2013,1195,98.77,110.29
12/18/2013,1236.1,97.8,109.63
12/17/2013,1231.2,97.22,108.44
12/16/2013,1245.5,97.48,110.47
12/13/2013,1235.7,96.6,108.83
12/12/2013,1226,97.5,108.67
12/11/2013,1258.5,97.44,109.7
12/10/2013,1262.4,98.51,109.38
12/9/2013,1235.3,97.34,109.39
12/6/2013,1230.3,97.65,111.61
12/5/2013,1233.2,97.38,110.98
12/4/2013,1248.2,97.2,111.88
12/3/2013,1221.7,96.04,112.62
12/2/2013,1222.3,93.82,111.45
11/29/2013,1250.6,92.72,109.69
11/28/2013,1237.8,92.3,110.86
11/27/2013,1237.8,92.3,111.31
11/26/2013,1241.4,93.68,110.88
11/25/2013,1241.2,94.09,111
11/22/2013,1244.1,94.84,111.05
11/21/2013,1243.6,95.44,110.08
11/20/2013,1258,93.33,108.06
11/19/2013,1273.5,93.34,106.92
11/18/2013,1272.3,93.03,108.47
11/15/2013,1287.4,93.84,108.5
11/14/2013,1286.3,93.76,108.54
11/13/2013,1268.4,93.88,107.12
11/12/2013,1271.2,93.04,105.81
11/11/2013,1281.1,95.14,106.4
11/8/2013,1284.6,94.6,105.12
11/7/2013,1308.5,94.2,103.46
11/6/2013,1317.8,94.8,105.24
11/5/2013,1308.1,93.37,105.33
11/4/2013,1314.7,94.62,106.23
11/1/2013,1313.2,94.61,105.91
10/31/2013,1323.7,96.38,108.84
10/30/2013,1349.3,96.77,109.86
10/29/2013,1345.2,98.2,109.01
10/28/2013,1352,98.68,109.61
10/25/2013,1352.4,97.85,106.93
10/24/2013,1350.2,97.11,106.99
10/23/2013,1333.9,96.86,107.8
10/22/2013,1342.5,97.8,109.97
10/21/2013,1315.7,99.22,109.64
10/18/2013,1314.4,100.81,109.94
10/17/2013,1322.7,100.67,109.11
10/16/2013,1282,102.29,110.86
10/15/2013,1273,101.21,109.96
10/14/2013,1276.4,102.41,111.04
10/11/2013,1268,102.02,111.28
10/10/2013,1296.6,103.01,111.8
10/9/2013,1306.9,101.61,109.06
10/8/2013,1324.2,103.49,110.16
10/7/2013,1324.8,103.03,109.68
10/4/2013,1309.7,103.84,109.46
10/3/2013,1317.4,103.31,109
10/2/2013,1320.6,104.1,109.19
10/1/2013,1286,102.04,107.94
9/30/2013,1326.5,102.33,108.37
9/27/2013,1338.4,102.87,108.63
9/26/2013,1323.6,103.03,109.21
9/25/2013,1335.9,102.66,108.32
9/24/2013,1316,103.13,108.64
9/23/2013,1327,103.59,108.16
9/20/2013,1332.6,104.67,109.22
9/19/2013,1369.5,106.39,108.76
9/18/2013,1307.7,108.07,110.6
9/17/2013,1309.4,105.42,108.19
9/16/2013,1317.8,106.59,110.07
9/13/2013,1308.4,108.21,112.78
9/12/2013,1330.3,108.6,112.63
9/11/2013,1363.5,107.56,111.5
9/10/2013,1363.7,107.39,111.25
9/9/2013,1386.4,109.52,113.72
9/6/2013,1386.2,110.53,116.12
9/5/2013,1372.6,108.37,115.26
9/4/2013,1389.6,107.23,114.91
9/3/2013,1411.7,108.54,115.68
9/2/2013,1395.8,107.65,114.33
8/30/2013,1395.8,107.65,114.01
8/29/2013,1412.6,108.8,115.16
8/28/2013,1419,110.1,116.61
8/27/2013,1420.6,109.01,114.36
8/26/2013,1393,105.92,110.73
8/23/2013,1395.7,106.42,111.04
8/22/2013,1371.2,105.03,109.9
8/21/2013,1370.6,103.85,109.81
8/20/2013,1373.1,104.96,110.15
8/19/2013,1366.2,107.1,109.9
8/16/2013,1371.7,107.46,110.4
8/15/2013,1361.6,107.33,111.11
8/14/2013,1334,106.85,110.2
8/13/2013,1321.2,106.83,109.82
8/12/2013,1334.7,106.11,108.97
8/9/2013,1312.9,105.97,108.22
8/8/2013,1310.7,103.4,106.68
8/7/2013,1286.1,104.37,107.44
8/6/2013,1283.2,105.3,108.18
8/5/2013,1302.6,106.56,108.7
8/2/2013,1310.6,106.94,108.95
8/1/2013,1311,107.89,109.54
7/31/2013,1312.4,105.03,107.7
7/30/2013,1324,103.08,106.91
7/29/2013,1328.4,104.55,107.45
7/26/2013,1321.5,104.7,107.17
7/25/2013,1328.8,105.49,107.65
7/24/2013,1319.5,105.39,107.19
7/23/2013,1334.7,107.23,108.42
7/22/2013,1336,106.91,108.15
7/19/2013,1292.9,108.05,108.07
7/18/2013,1284.2,108.04,108.7
7/17/2013,1277.5,106.48,108.61
7/16/2013,1290.4,106,109.4
7/15/2013,1283.5,106.32,109.09
7/12/2013,1277.6,105.95,108.81
7/11/2013,1279.9,104.91,107.73
7/10/2013,1247.4,106.52,108.51
7/9/2013,1245.9,103.53,107.81
7/8/2013,1234.9,103.14,107.43
7/5/2013,1212.7,103.22,107.72
7/4/2013,1251.9,101.24,105.54
7/3/2013,1251.9,101.24,105.76
7/2/2013,1243.4,99.6,104
7/1/2013,1255.7,97.99,103
6/28/2013,1223.7,96.56,102.16
6/27/2013,1211.6,97.05,102.82
6/26/2013,1229.6,95.5,101.66
6/25/2013,1274.8,95.32,101.26
6/24/2013,1276.8,95.18,101.16
6/21/2013,1291.6,93.69,100.91
6/20/2013,1285.9,95.4,102.15
6/19/2013,1373.6,98.24,106.12
6/18/2013,1366.6,98.44,106.02
6/17/2013,1382.8,97.77,105.47
6/14/2013,1387.3,97.85,105.93
6/13/2013,1377.6,96.69,104.25
6/12/2013,1391.8,95.88,103.49
6/11/2013,1377,95.38,102.96
6/10/2013,1386.2,95.77,103.95
6/7/2013,1383,96.03,104.56
6/6/2013,1415.7,94.76,103.61
6/5/2013,1398.4,93.74,103.04
6/4/2013,1397.1,93.31,103.24
6/3/2013,1411.7,93.45,102.06
5/31/2013,1392.6,91.97,100.39
5/30/2013,1411.5,93.61,102.19
5/29/2013,1391.3,93.13,102.43
5/28/2013,1378.9,95.01,104.23
5/27/2013,1386.6,94.15,102.62
5/24/2013,1386.6,94.15,102.64
5/23/2013,1391.8,94.25,102.44
5/22/2013,1367.4,94.28,102.6
5/21/2013,1377.6,96.16,103.91
5/20/2013,1384.1,96.71,104.8
5/17/2013,1364.7,96.02,104.64
5/16/2013,1386.9,95.16,103.8
5/15/2013,1396.2,94.3,103.68
5/14/2013,1424.5,94.21,102.6
5/13/2013,1434.3,95.17,102.82
5/10/2013,1436.6,96.04,103.91
5/9/2013,1468.6,96.39,104.47
5/8/2013,1473.7,96.62,104.34
5/7/2013,1448.8,95.62,104.4
5/6/2013,1468,96.16,105.46
5/3/2013,1464.2,95.61,104.19
5/2/2013,1467.6,93.99,102.85
5/1/2013,1446.2,91.03,99.95
4/30/2013,1472.1,93.46,102.37
4/29/2013,1467.4,94.5,103.81
4/26/2013,1453.6,93,103.16
4/25/2013,1461.8,93.64,103.41
4/24/2013,1423.4,91.43,101.73
4/23/2013,1408.6,89.18,100.31
4/22/2013,1421,88.76,100.39
4/19/2013,1395.3,88.01,99.65
4/18/2013,1392,87.73,99.13
4/17/2013,1382.2,86.68,97.69
4/16/2013,1386.8,88.72,99.91
4/15/2013,1360.6,88.71,100.39
4/12/2013,1501,91.29,103.11
4/11/2013,1564.3,93.51,104.27
4/10/2013,1558.3,94.64,105.79
4/9/2013,1586.2,94.2,106.23
4/8/2013,1572,93.36,104.66
4/5/2013,1575.4,92.7,104.12
4/4/2013,1551.8,93.26,106.34
4/3/2013,1552.8,94.45,107.11
4/2/2013,1575.1,97.19,110.69
4/1/2013,1600,97.07,111.08
3/28/2013,1594.8,97.23,110.02
3/27/2013,1606.2,96.58,109.69
3/26/2013,1595.7,96.34,109.36
3/25/2013,1604.5,94.81,108.17
3/22/2013,1606.1,93.71,107.66
3/21/2013,1613.8,92.45,107.47
3/20/2013,1607.5,92.96,108.72
3/19/2013,1611.3,92.16,107.45
3/18/2013,1604.6,93.74,109.51
3/15/2013,1592.6,93.45,109.82
3/14/2013,1590.7,93.03,109.42
3/13/2013,1588.4,92.52,108.52
3/12/2013,1591.7,92.54,109.65
3/11/2013,1578,92.06,110.22
3/8/2013,1576.9,91.95,110.85
3/7/2013,1575.1,91.56,111.15
3/6/2013,1574.9,90.43,111.06
3/5/2013,1574.9,90.82,111.61
3/4/2013,1572.4,90.12,110.09
3/1/2013,1572.3,90.68,110.4
2/28/2013,1578.1,92.05,111.38
2/27/2013,1595.7,92.76,111.87
2/26/2013,1615.2,92.63,112.71
2/25/2013,1586.2,93.11,114.44
2/22/2013,1572.4,93.13,114.1
2/21/2013,1578.2,92.84,113.53
2/20/2013,1577.6,94.46,115.6
2/19/2013,1603.6,96.66,117.52
2/18/2013,1608.8,95.86,117.38
2/15/2013,1608.8,95.86,117.66
2/14/2013,1634.7,97.31,118
2/13/2013,1644.2,97.01,118.72
2/12/2013,1648.7,97.51,118.66
2/11/2013,1648.2,97.03,118.13
2/8/2013,1666,95.72,118.9
2/7/2013,1670.4,95.83,117.24
2/6/2013,1677.7,96.62,116.73
2/5/2013,1672.4,96.64,116.52
2/4/2013,1675.3,96.17,115.6
2/1/2013,1669.4,97.77,116.76
1/31/2013,1660.6,97.49,115.55
1/30/2013,1679.9,97.94,114.9
1/29/2013,1660.8,97.57,114.36
1/28/2013,1652.9,96.44,113.48
1/25/2013,1656.6,95.88,113.28
1/24/2013,1669.9,95.95,113.28
1/23/2013,1686.7,95.23,112.8
1/22/2013,1693.2,96.24,112.42
1/21/2013,1687,95.56,111.71
1/18/2013,1687,95.56,111.89
1/17/2013,1690.8,95.49,111.1
1/16/2013,1683.2,94.24,110.61
1/15/2013,1683.9,93.28,110.3
1/14/2013,1669.4,94.14,111.88
1/11/2013,1660.6,93.56,110.64
1/10/2013,1678,93.82,111.89
1/9/2013,1655.5,93.1,111.76
1/8/2013,1662.2,93.15,111.94
1/7/2013,1646.3,93.19,111.4
1/4/2013,1648.9,93.09,111.31
1/3/2013,1674.6,92.92,112.14
1/2/2013,1688.8,93.12,112.47
12/31/2012,1675.8,91.82,111.11
12/28/2012,1655.9,90.8,110.62
12/27/2012,1662.6,90.87,110.8
12/26/2012,1659.8,90.98,111.07
12/24/2012,1658.6,88.61,108.8
12/21/2012,1659.1,88.66,108.97
12/20/2012,1644.9,90.13,110.2
12/19/2012,1666.5,89.51,110.36
12/18/2012,1669.5,87.93,108.84
12/17/2012,1697,87.2,107.64
12/14/2012,1695.8,86.73,109.15
12/13/2012,1695.6,85.89,107.91
12/12/2012,1716.6,86.77,109.5
12/11/2012,1708.2,85.79,108.01
12/10/2012,1713,85.56,107.33
12/7/2012,1704,85.93,107.02
12/6/2012,1700.3,86.26,107.03
12/5/2012,1692.4,87.88,108.81
12/4/2012,1694.4,88.5,109.84
12/3/2012,1719.6,89.09,110.92
11/30/2012,1710.9,88.91,111.23
11/29/2012,1727.2,88.07,110.76
11/28/2012,1716.5,86.49,109.51
11/27/2012,1742.3,87.18,109.87
11/26/2012,1749.6,87.74,110.92
11/23/2012,1751.4,88.28,111.38
11/22/2012,1728.2,87.38,110.55
11/21/2012,1728.2,87.38,110.86
11/20/2012,1723.6,86.75,109.83
11/19/2012,1734.4,89.28,111.7
11/16/2012,1714.7,86.67,108.95
11/15/2012,1713.8,85.45,110.98
11/14/2012,1730.1,86.32,109.61
11/13/2012,1724.8,85.38,108.26
11/12/2012,1730.9,85.57,109.07
11/9/2012,1730.9,86.07,109.4
11/8/2012,1726,85.09,107.25
11/7/2012,1714,84.44,106.82
11/6/2012,1715,88.71,111.07
11/5/2012,1683.2,85.65,107.73
11/2/2012,1675.2,84.86,105.68
11/1/2012,1715.5,87.09,108.17
10/31/2012,1719.1,86.24,108.7
10/30/2012,1712.1,85.68,109.08
10/29/2012,1707.7,85.54,109.44
10/26/2012,1710.9,86.28,109.55
10/25/2012,1712,86.05,108.49
10/24/2012,1700.5,85.73,107.85
10/23/2012,1708.3,86.67,108.25
10/22/2012,1725.1,88.73,109.44
10/19/2012,1722.8,90.05,110.14
10/18/2012,1743.3,92.1,112.42
10/17/2012,1751.5,92.12,113.22
10/16/2012,1744.7,92.09,115.07
10/15/2012,1736,91.85,115.8
10/12/2012,1758,91.86,114.62
10/11/2012,1768.8,92.07,115.71
10/10/2012,1763.2,91.25,114.33
10/9/2012,1763,92.39,114.5
10/8/2012,1773.5,89.33,111.82
10/5/2012,1778.6,89.88,112.02
10/4/2012,1794.1,91.71,112.58
10/3/2012,1777.3,88.14,108.17
10/2/2012,1772.7,91.89,111.57
10/1/2012,1780.5,92.48,112.19
9/28/2012,1771.1,92.19,112.39
9/27/2012,1777.6,91.85,112.01
9/26/2012,1750.7,89.98,110.04
9/25/2012,1763.9,91.37,110.45
9/24/2012,1762.2,91.93,109.81
9/21/2012,1775.6,92.89,111.42
9/20/2012,1767.8,91.87,110.03
9/19/2012,1769.3,91.98,108.19
9/18/2012,1768.7,95.29,112.03
9/17/2012,1768,96.62,113.79
9/14/2012,1770.1,99,116.66
9/13/2012,1769.5,98.31,116.9
9/12/2012,1731.1,97.01,115.96
9/11/2012,1732.3,97.17,115.4
9/10/2012,1729.2,96.54,114.81
9/7/2012,1738,96.42,114.25
9/6/2012,1703.2,95.53,113.49
9/5/2012,1691.6,95.36,113.09
9/4/2012,1693.6,95.3,114.18
9/3/2012,1685.3,96.47,115.78
8/31/2012,1685.3,96.47,114.57
8/30/2012,1654.8,94.62,112.65
8/29/2012,1659.8,95.49,112.54
8/28/2012,1666.5,96.33,112.58
8/27/2012,1672.4,95.47,112.26
8/24/2012,1669.8,96.15,113.59
8/23/2012,1669.6,96.27,115.01
8/22/2012,1637.4,97.26,114.91
8/21/2012,1639.9,96.68,114.64
8/20/2012,1620.1,95.97,113.7
8/17/2012,1616.3,96.01,113.71
8/16/2012,1616.1,95.6,116.9
8/15/2012,1603.7,94.33,116.25
8/14/2012,1599.4,93.43,114.03
8/13/2012,1609.6,92.73,113.6
8/10/2012,1619.7,92.87,112.95
8/9/2012,1617.1,93.36,113.22
8/8/2012,1612.9,93.35,112.14
8/7/2012,1609.7,93.67,112
8/6/2012,1612.9,92.2,109.55
8/3/2012,1606,91.4,108.94
8/2/2012,1587.4,87.13,105.9
8/1/2012,1603.7,88.91,105.96
7/31/2012,1610.5,88.06,104.92
7/30/2012,1619.7,89.78,106.2
7/27/2012,1618,90.13,106.47
7/26/2012,1615.1,89.39,105.26
7/25/2012,1608.1,88.97,104.38
7/24/2012,1576.2,88.5,103.42
7/23/2012,1577.4,88.14,103.26
7/20/2012,1582.8,91.44,106.83
7/19/2012,1580.4,92.66,107.8
7/18/2012,1570.8,89.87,105.16
7/17/2012,1589.5,89.22,104
7/16/2012,1591.6,88.43,103.55
7/13/2012,1592,87.1,102.4
7/12/2012,1565.3,86.08,101.07
7/11/2012,1575.7,85.81,100.23
7/10/2012,1579.8,83.91,97.97
7/9/2012,1589.1,85.99,100.32
7/6/2012,1578.9,84.45,98.19
7/5/2012,1609.4,87.22,100.7
7/4/2012,1621.8,87.66,99.77
7/3/2012,1621.8,87.66,100.68
7/2/2012,1597.7,83.75,97.34
6/29/2012,1604.2,84.96,97.8
6/28/2012,1550.4,77.69,91.36
6/27/2012,1577.5,80.21,93.5
6/26/2012,1574,79.36,93.02
6/25/2012,1587.5,79.21,91.01
6/22/2012,1566,79.76,90.98
6/21/2012,1564.5,78.2,89.23
6/20/2012,1614.8,81.8,92.69
6/19/2012,1622.2,84.03,95.76
6/18/2012,1625.7,83.27,96.05
6/15/2012,1627,84.03,97.61
6/14/2012,1618.4,83.91,97.03
6/13/2012,1618.1,82.62,97.13
6/12/2012,1612.7,83.32,97.14
6/11/2012,1595.5,82.7,98
6/8/2012,1590.1,84.1,99.47
6/7/2012,1586.6,84.82,99.93
6/6/2012,1632.8,85.02,100.64
6/5/2012,1615.2,84.29,98.84
6/4/2012,1612.2,83.98,98.85
6/1/2012,1620.5,83.23,98.43
5/31/2012,1562.6,86.53,101.87
5/30/2012,1563.4,87.82,103.47
5/29/2012,1548.7,90.76,106.68
5/28/2012,1568.9,90.86,107.11
5/25/2012,1568.9,90.86,106.83
5/24/2012,1557.5,90.66,106.55
5/23/2012,1548.4,89.9,105.56
5/22/2012,1576.6,91.66,108.41
5/21/2012,1588.7,92.57,108.81
5/18/2012,1591.9,91.48,107.14
5/17/2012,1574.9,92.56,107.49
5/16/2012,1536.6,92.81,111.71
5/15/2012,1557.1,93.98,112.24
5/14/2012,1561,94.78,111.57
5/11/2012,1584,96.13,112.26
5/10/2012,1595.5,97.08,112.73
5/9/2012,1594.2,96.81,113.2
5/8/2012,1604.5,97.01,112.73
5/7/2012,1639.1,97.94,113.16
5/4/2012,1645.2,98.49,113.18
5/3/2012,1634.8,102.54,116.08
5/2/2012,1654,105.22,118.2
5/1/2012,1662.4,106.16,119.66
4/30/2012,1664.2,104.87,119.47
4/27/2012,1664.8,104.93,119.83
4/26/2012,1659.6,104.55,119.92
4/25/2012,1641.4,104.12,119.12
4/24/2012,1643,103.55,118.16
4/23/2012,1631.9,103.11,118.71
4/20/2012,1642.1,103.05,118.76
4/19/2012,1640.6,102.27,118
4/18/2012,1638.8,102.67,117.97
4/17/2012,1650.3,104.2,118.78
4/16/2012,1648.7,102.93,118.68
